Leading Cancer Sites,States,Year,Age Groups,Gender,Gender Code,Count,Population,Crude Rate,Region,Age_Flag,Age_max
Melanoma of the Skin,Colorado,2019,80-84 years,Female,F,26.0,49997.0,52.0,West,Elderly group,84.0
Melanoma of the Skin,Colorado,2019,85+ years,Female,F,24.0,56712.0,42.3,West,Elderly group,89.0
Melanoma of the Skin,Connecticut,2019,50-54 years,Female,F,30.0,129710.0,23.1,North-East,Middle age group,54.0
Melanoma of the Skin,Connecticut,2019,55-59 years,Female,F,42.0,138619.0,30.3,North-East,Middle age group,59.0
Melanoma of the Skin,Connecticut,2019,60-64 years ,Female,F,52.0,127257.0,40.9,North-East,Middle age group,64.0
Melanoma of the Skin,Connecticut,2019,65-69 years,Female,F,54.0,103013.0,52.4,North-East,Elderly group,69.0
Melanoma of the Skin,Connecticut,2019,70-74 years,Female,F,45.0,85822.0,52.4,North-East,Elderly group,74.0
Melanoma of the Skin,Connecticut,2019,75-79 years,Female,F,37.0,62745.0,59.0,North-East,Elderly group,79.0
Melanoma of the Skin,Connecticut,2019,80-84 years,Female,F,21.0,43300.0,48.5,North-East,Elderly group,84.0
Melanoma of the Skin,Connecticut,2019,85+ years,Female,F,49.0,59854.0,81.9,North-East,Elderly group,89.0
Melanoma of the Skin,Delaware,2019,55-59 years,Female,F,17.0,36565.0,46.5,South,Middle age group,59.0
Melanoma of the Skin,Delaware,2019,60-64 years ,Female,F,18.0,36718.0,49.0,South,Middle age group,64.0
Melanoma of the Skin,Delaware,2019,65-69 years,Female,F,20.0,33361.0,60.0,South,Elderly group,69.0
Melanoma of the Skin,Delaware,2019,70-74 years,Female,F,21.0,27799.0,75.5,South,Elderly group,74.0
Melanoma of the Skin,Florida,2019,20-24 years,Female,F,16.0,617539.0,2.6,South,Young age group,24.0
Melanoma of the Skin,Florida,2019,25-29 years,Female,F,35.0,696956.0,5.0,South,Young age group,29.0
Melanoma of the Skin,Florida,2019,30-34 years,Female,F,61.0,682729.0,8.9,South,Adult age group,34.0
Melanoma of the Skin,Florida,2019,35-39 years,Female,F,88.0,670514.0,13.1,South,Adult age group,39.0
Melanoma of the Skin,Florida,2019,40-44 years,Female,F,116.0,639591.0,18.1,South,Adult age group,44.0
Melanoma of the Skin,Florida,2019,45-49 years,Female,F,128.0,681500.0,18.8,South,Adult age group,49.0
Melanoma of the Skin,Florida,2019,50-54 years,Female,F,221.0,700250.0,31.6,South,Middle age group,54.0
Melanoma of the Skin,Florida,2019,55-59 years,Female,F,250.0,772858.0,32.3,South,Middle age group,59.0
Melanoma of the Skin,Florida,2019,60-64 years ,Female,F,322.0,749307.0,43.0,South,Middle age group,64.0
Melanoma of the Skin,Florida,2019,65-69 years,Female,F,417.0,698508.0,59.7,South,Elderly group,69.0
Melanoma of the Skin,Florida,2019,70-74 years,Female,F,385.0,626376.0,61.5,South,Elderly group,74.0
Melanoma of the Skin,Florida,2019,75-79 years,Female,F,290.0,472418.0,61.4,South,Elderly group,79.0
Melanoma of the Skin,Florida,2019,80-84 years,Female,F,200.0,320803.0,62.3,South,Elderly group,84.0
Melanoma of the Skin,Florida,2019,85+ years,Female,F,260.0,348448.0,74.6,South,Elderly group,89.0
Melanoma of the Skin,Georgia,2019,20-24 years,Female,F,17.0,353554.0,4.8,South,Young age group,24.0
Melanoma of the Skin,Georgia,2019,25-29 years,Female,F,26.0,385047.0,6.8,South,Young age group,29.0
Melanoma of the Skin,Georgia,2019,30-34 years,Female,F,39.0,367563.0,10.6,South,Adult age group,34.0
Melanoma of the Skin,Georgia,2019,35-39 years,Female,F,66.0,366627.0,18.0,South,Adult age group,39.0
Melanoma of the Skin,Georgia,2019,40-44 years,Female,F,74.0,349143.0,21.2,South,Adult age group,44.0
Melanoma of the Skin,Georgia,2019,45-49 years,Female,F,111.0,368242.0,30.1,South,Adult age group,49.0
Melanoma of the Skin,Georgia,2019,50-54 years,Female,F,133.0,353106.0,37.7,South,Middle age group,54.0
Melanoma of the Skin,Georgia,2019,55-59 years,Female,F,135.0,359156.0,37.6,South,Middle age group,59.0
Melanoma of the Skin,Georgia,2019,60-64 years ,Female,F,140.0,325944.0,43.0,South,Middle age group,64.0
Melanoma of the Skin,Georgia,2019,65-69 years,Female,F,164.0,278529.0,58.9,South,Elderly group,69.0
Melanoma of the Skin,Georgia,2019,70-74 years,Female,F,151.0,227063.0,66.5,South,Elderly group,74.0
Melanoma of the Skin,Georgia,2019,75-79 years,Female,F,91.0,153772.0,59.2,South,Elderly group,79.0
Melanoma of the Skin,Georgia,2019,80-84 years,Female,F,51.0,98022.0,52.0,South,Elderly group,84.0
Melanoma of the Skin,Georgia,2019,85+ years,Female,F,52.0,99429.0,52.3,South,Elderly group,89.0
Melanoma of the Skin,Hawaii,2019,55-59 years,Female,F,18.0,45548.0,39.5,West,Middle age group,59.0
Melanoma of the Skin,Hawaii,2019,60-64 years ,Female,F,23.0,45722.0,50.3,West,Middle age group,64.0
Melanoma of the Skin,Hawaii,2019,65-69 years,Female,F,26.0,42924.0,60.6,West,Elderly group,69.0
Melanoma of the Skin,Hawaii,2019,70-74 years,Female,F,25.0,35839.0,69.8,West,Elderly group,74.0
Melanoma of the Skin,Idaho,2019,35-39 years,Female,F,16.0,58582.0,27.3,West,Adult age group,39.0
Melanoma of the Skin,Idaho,2019,55-59 years,Female,F,26.0,55914.0,46.5,West,Middle age group,59.0
Melanoma of the Skin,Idaho,2019,60-64 years ,Female,F,31.0,56116.0,55.2,West,Middle age group,64.0
Melanoma of the Skin,Idaho,2019,65-69 years,Female,F,34.0,50318.0,67.6,West,Elderly group,69.0
Melanoma of the Skin,Idaho,2019,70-74 years,Female,F,32.0,39869.0,80.3,West,Elderly group,74.0
Melanoma of the Skin,Idaho,2019,75-79 years,Female,F,25.0,27777.0,90.0,West,Elderly group,79.0
Melanoma of the Skin,Idaho,2019,80-84 years,Female,F,19.0,17182.0,110.6,West,Elderly group,84.0
Melanoma of the Skin,Illinois,2019,20-24 years,Female,F,16.0,408523.0,3.9,Mid-West,Young age group,24.0
Melanoma of the Skin,Illinois,2019,25-29 years,Female,F,40.0,442731.0,9.0,Mid-West,Young age group,29.0
Melanoma of the Skin,Illinois,2019,30-34 years,Female,F,74.0,425471.0,17.4,Mid-West,Adult age group,34.0
Melanoma of the Skin,Illinois,2019,35-39 years,Female,F,85.0,424635.0,20.0,Mid-West,Adult age group,39.0
Melanoma of the Skin,Illinois,2019,40-44 years,Female,F,93.0,393541.0,23.6,Mid-West,Adult age group,44.0
Melanoma of the Skin,Illinois,2019,45-49 years,Female,F,134.0,403414.0,33.2,Mid-West,Adult age group,49.0
Melanoma of the Skin,Illinois,2019,50-54 years,Female,F,122.0,404664.0,30.1,Mid-West,Middle age group,54.0
Melanoma of the Skin,Illinois,2019,55-59 years,Female,F,174.0,436885.0,39.8,Mid-West,Middle age group,59.0
Melanoma of the Skin,Illinois,2019,60-64 years ,Female,F,175.0,416640.0,42.0,Mid-West,Middle age group,64.0
Melanoma of the Skin,Illinois,2019,65-69 years,Female,F,180.0,349858.0,51.4,Mid-West,Elderly group,69.0
Melanoma of the Skin,Illinois,2019,70-74 years,Female,F,142.0,278198.0,51.0,Mid-West,Elderly group,74.0
Melanoma of the Skin,Illinois,2019,75-79 years,Female,F,119.0,201846.0,59.0,Mid-West,Elderly group,79.0
Melanoma of the Skin,Illinois,2019,80-84 years,Female,F,67.0,141930.0,47.2,Mid-West,Elderly group,84.0
Melanoma of the Skin,Illinois,2019,85+ years,Female,F,88.0,175653.0,50.1,Mid-West,Elderly group,89.0
Melanoma of the Skin,Indiana,2019,30-34 years,Female,F,31.0,212487.0,14.6,Mid-West,Adult age group,34.0
Melanoma of the Skin,Indiana,2019,35-39 years,Female,F,32.0,213971.0,15.0,Mid-West,Adult age group,39.0
Melanoma of the Skin,Indiana,2019,40-44 years,Female,F,30.0,201435.0,14.9,Mid-West,Adult age group,44.0
Melanoma of the Skin,Indiana,2019,45-49 years,Female,F,58.0,207327.0,28.0,Mid-West,Adult age group,49.0
Melanoma of the Skin,Indiana,2019,50-54 years,Female,F,48.0,206673.0,23.2,Mid-West,Middle age group,54.0
Melanoma of the Skin,Indiana,2019,55-59 years,Female,F,70.0,229019.0,30.6,Mid-West,Middle age group,59.0
Melanoma of the Skin,Indiana,2019,60-64 years ,Female,F,82.0,219898.0,37.3,Mid-West,Middle age group,64.0
Melanoma of the Skin,Indiana,2019,65-69 years,Female,F,71.0,188259.0,37.7,Mid-West,Elderly group,69.0
Melanoma of the Skin,Indiana,2019,70-74 years,Female,F,71.0,149296.0,47.6,Mid-West,Elderly group,74.0
Melanoma of the Skin,Indiana,2019,75-79 years,Female,F,39.0,106589.0,36.6,Mid-West,Elderly group,79.0
Melanoma of the Skin,Indiana,2019,80-84 years,Female,F,25.0,74031.0,33.8,Mid-West,Elderly group,84.0
Melanoma of the Skin,Indiana,2019,85+ years,Female,F,36.0,86271.0,41.7,Mid-West,Elderly group,89.0
Melanoma of the Skin,Iowa,2019,25-29 years,Female,F,19.0,99744.0,19.0,Mid-West,Young age group,29.0
Melanoma of the Skin,Iowa,2019,30-34 years,Female,F,33.0,94363.0,35.0,Mid-West,Adult age group,34.0
Melanoma of the Skin,Iowa,2019,35-39 years,Female,F,28.0,99587.0,28.1,Mid-West,Adult age group,39.0
Melanoma of the Skin,Iowa,2019,40-44 years,Female,F,31.0,89758.0,34.5,Mid-West,Adult age group,44.0
Melanoma of the Skin,Iowa,2019,45-49 years,Female,F,38.0,88245.0,43.1,Mid-West,Adult age group,49.0
Melanoma of the Skin,Iowa,2019,50-54 years,Female,F,53.0,91720.0,57.8,Mid-West,Middle age group,54.0
Melanoma of the Skin,Iowa,2019,55-59 years,Female,F,64.0,106711.0,60.0,Mid-West,Middle age group,59.0
Melanoma of the Skin,Iowa,2019,60-64 years ,Female,F,73.0,103815.0,70.3,Mid-West,Middle age group,64.0
Melanoma of the Skin,Iowa,2019,65-69 years,Female,F,58.0,90448.0,64.1,Mid-West,Elderly group,69.0
Melanoma of the Skin,Iowa,2019,70-74 years,Female,F,43.0,70693.0,60.8,Mid-West,Elderly group,74.0
Melanoma of the Skin,Iowa,2019,75-79 years,Female,F,29.0,51689.0,56.1,Mid-West,Elderly group,79.0
Melanoma of the Skin,Iowa,2019,80-84 years,Female,F,27.0,39345.0,68.6,Mid-West,Elderly group,84.0
Melanoma of the Skin,Iowa,2019,85+ years,Female,F,39.0,51757.0,75.4,Mid-West,Elderly group,89.0
Melanoma of the Skin,Kansas,2019,40-44 years,Female,F,32.0,83752.0,38.2,Mid-West,Adult age group,44.0
Melanoma of the Skin,Kansas,2019,45-49 years,Female,F,34.0,81772.0,41.6,Mid-West,Adult age group,49.0
Melanoma of the Skin,Kansas,2019,50-54 years,Female,F,44.0,82067.0,53.6,Mid-West,Middle age group,54.0
Melanoma of the Skin,Kansas,2019,55-59 years,Female,F,40.0,96358.0,41.5,Mid-West,Middle age group,59.0
Melanoma of the Skin,Kansas,2019,60-64 years ,Female,F,43.0,93681.0,45.9,Mid-West,Middle age group,64.0
Melanoma of the Skin,Kansas,2019,65-69 years,Female,F,47.0,80156.0,58.6,Mid-West,Elderly group,69.0
Melanoma of the Skin,Kansas,2019,70-74 years,Female,F,33.0,61920.0,53.3,Mid-West,Elderly group,74.0
Melanoma of the Skin,Kansas,2019,75-79 years,Female,F,40.0,44807.0,89.3,Mid-West,Elderly group,79.0
Melanoma of the Skin,Kansas,2019,85+ years,Female,F,29.0,42322.0,68.5,Mid-West,Elderly group,89.0
Melanoma of the Skin,Kentucky,2019,30-34 years,Female,F,25.0,137833.0,18.1,South,Adult age group,34.0
Melanoma of the Skin,Kentucky,2019,35-39 years,Female,F,34.0,141283.0,24.1,South,Adult age group,39.0
Melanoma of the Skin,Kentucky,2019,40-44 years,Female,F,47.0,135677.0,34.6,South,Adult age group,44.0
Melanoma of the Skin,Kentucky,2019,45-49 years,Female,F,58.0,141206.0,41.1,South,Adult age group,49.0
Melanoma of the Skin,Kentucky,2019,50-54 years,Female,F,54.0,143617.0,37.6,South,Middle age group,54.0
Melanoma of the Skin,Kentucky,2019,55-59 years,Female,F,73.0,158450.0,46.1,South,Middle age group,59.0
Melanoma of the Skin,Kentucky,2019,60-64 years ,Female,F,90.0,152064.0,59.2,South,Middle age group,64.0
Melanoma of the Skin,Kentucky,2019,65-69 years,Female,F,69.0,131642.0,52.4,South,Elderly group,69.0
Melanoma of the Skin,Kentucky,2019,70-74 years,Female,F,67.0,106625.0,62.8,South,Elderly group,74.0
Melanoma of the Skin,Kentucky,2019,75-79 years,Female,F,44.0,74836.0,58.8,South,Elderly group,79.0
Melanoma of the Skin,Kentucky,2019,80-84 years,Female,F,39.0,50227.0,77.6,South,Elderly group,84.0
Melanoma of the Skin,Kentucky,2019,85+ years,Female,F,27.0,54087.0,49.9,South,Elderly group,89.0
Melanoma of the Skin,Louisiana,2019,30-34 years,Female,F,17.0,162773.0,10.4,South,Adult age group,34.0
Melanoma of the Skin,Louisiana,2019,35-39 years,Female,F,22.0,160375.0,13.7,South,Adult age group,39.0
Melanoma of the Skin,Louisiana,2019,40-44 years,Female,F,26.0,139743.0,18.6,South,Adult age group,44.0
Melanoma of the Skin,Louisiana,2019,45-49 years,Female,F,22.0,137948.0,15.9,South,Adult age group,49.0
Melanoma of the Skin,Louisiana,2019,50-54 years,Female,F,25.0,143993.0,17.4,South,Middle age group,54.0
Melanoma of the Skin,Louisiana,2019,55-59 years,Female,F,43.0,160867.0,26.7,South,Middle age group,59.0
Melanoma of the Skin,Louisiana,2019,60-64 years ,Female,F,43.0,155632.0,27.6,South,Middle age group,64.0
Melanoma of the Skin,Louisiana,2019,65-69 years,Female,F,39.0,132999.0,29.3,South,Elderly group,69.0
Melanoma of the Skin,Louisiana,2019,70-74 years,Female,F,28.0,104881.0,26.7,South,Elderly group,74.0
Melanoma of the Skin,Louisiana,2019,75-79 years,Female,F,30.0,73876.0,40.6,South,Elderly group,79.0
Melanoma of the Skin,Louisiana,2019,80-84 years,Female,F,25.0,50470.0,49.5,South,Elderly group,84.0
Melanoma of the Skin,Louisiana,2019,85+ years,Female,F,22.0,53556.0,41.1,South,Elderly group,89.0
Melanoma of the Skin,Maine,2019,45-49 years,Female,F,22.0,42437.0,51.8,North-East,Adult age group,49.0
Melanoma of the Skin,Maine,2019,50-54 years,Female,F,21.0,46919.0,44.8,North-East,Middle age group,54.0
Melanoma of the Skin,Maine,2019,55-59 years,Female,F,16.0,54497.0,29.4,North-East,Middle age group,59.0
Melanoma of the Skin,Maine,2019,60-64 years ,Female,F,28.0,54954.0,51.0,North-East,Middle age group,64.0
Melanoma of the Skin,Maine,2019,65-69 years,Female,F,37.0,48964.0,75.6,North-East,Elderly group,69.0
Melanoma of the Skin,Maine,2019,70-74 years,Female,F,17.0,39104.0,43.5,North-East,Elderly group,74.0
Melanoma of the Skin,Maine,2019,85+ years,Female,F,16.0,21617.0,74.0,North-East,Elderly group,89.0
Melanoma of the Skin,Maryland,2019,35-39 years,Female,F,35.0,210651.0,16.6,South,Adult age group,39.0
Melanoma of the Skin,Maryland,2019,40-44 years,Female,F,38.0,190504.0,19.9,South,Adult age group,44.0
Melanoma of the Skin,Maryland,2019,45-49 years,Female,F,70.0,199932.0,35.0,South,Adult age group,49.0
Melanoma of the Skin,Maryland,2019,50-54 years,Female,F,70.0,213826.0,32.7,South,Middle age group,54.0
Melanoma of the Skin,Maryland,2019,55-59 years,Female,F,80.0,225788.0,35.4,South,Middle age group,59.0
Melanoma of the Skin,Maryland,2019,60-64 years ,Female,F,101.0,204234.0,49.5,South,Middle age group,64.0
Melanoma of the Skin,Maryland,2019,65-69 years,Female,F,95.0,169494.0,56.0,South,Elderly group,69.0
Melanoma of the Skin,Maryland,2019,70-74 years,Female,F,87.0,137197.0,63.4,South,Elderly group,74.0
Melanoma of the Skin,Maryland,2019,75-79 years,Female,F,67.0,96346.0,69.5,South,Elderly group,79.0
Melanoma of the Skin,Maryland,2019,80-84 years,Female,F,44.0,63896.0,68.9,South,Elderly group,84.0
Melanoma of the Skin,Maryland,2019,85+ years,Female,F,42.0,77909.0,53.9,South,Elderly group,89.0
Melanoma of the Skin,Massachusetts,2019,30-34 years,Female,F,18.0,246238.0,7.3,North-East,Adult age group,34.0
Melanoma of the Skin,Massachusetts,2019,35-39 years,Female,F,16.0,224774.0,7.1,North-East,Adult age group,39.0
Melanoma of the Skin,Massachusetts,2019,40-44 years,Female,F,24.0,205854.0,11.7,North-East,Adult age group,44.0
Melanoma of the Skin,Massachusetts,2019,45-49 years,Female,F,28.0,220988.0,12.7,North-East,Adult age group,49.0
Melanoma of the Skin,Massachusetts,2019,50-54 years,Female,F,46.0,239401.0,19.2,North-East,Middle age group,54.0
Melanoma of the Skin,Massachusetts,2019,55-59 years,Female,F,58.0,253511.0,22.9,North-East,Middle age group,59.0
Melanoma of the Skin,Massachusetts,2019,60-64 years ,Female,F,74.0,236116.0,31.3,North-East,Middle age group,64.0
Melanoma of the Skin,Massachusetts,2019,65-69 years,Female,F,66.0,198943.0,33.2,North-East,Elderly group,69.0
Melanoma of the Skin,Massachusetts,2019,70-74 years,Female,F,70.0,162642.0,43.0,North-East,Elderly group,74.0
Melanoma of the Skin,Massachusetts,2019,75-79 years,Female,F,48.0,113551.0,42.3,North-East,Elderly group,79.0
Melanoma of the Skin,Massachusetts,2019,80-84 years,Female,F,39.0,79833.0,48.9,North-East,Elderly group,84.0
Melanoma of the Skin,Massachusetts,2019,85+ years,Female,F,49.0,104870.0,46.7,North-East,Elderly group,89.0
Melanoma of the Skin,Michigan,2019,25-29 years,Female,F,20.0,339942.0,5.9,Mid-West,Young age group,29.0
Melanoma of the Skin,Michigan,2019,30-34 years,Female,F,36.0,303102.0,11.9,Mid-West,Adult age group,34.0
Melanoma of the Skin,Michigan,2019,35-39 years,Female,F,43.0,300007.0,14.3,Mid-West,Adult age group,39.0
Melanoma of the Skin,Michigan,2019,40-44 years,Female,F,48.0,285922.0,16.8,Mid-West,Adult age group,44.0
Melanoma of the Skin,Michigan,2019,45-49 years,Female,F,96.0,310626.0,30.9,Mid-West,Adult age group,49.0
Melanoma of the Skin,Michigan,2019,50-54 years,Female,F,93.0,324874.0,28.6,Mid-West,Middle age group,54.0
Melanoma of the Skin,Michigan,2019,55-59 years,Female,F,106.0,361769.0,29.3,Mid-West,Middle age group,59.0
Melanoma of the Skin,Michigan,2019,60-64 years ,Female,F,123.0,357447.0,34.4,Mid-West,Middle age group,64.0
Melanoma of the Skin,Michigan,2019,65-69 years,Female,F,135.0,306704.0,44.0,Mid-West,Elderly group,69.0
Melanoma of the Skin,Michigan,2019,70-74 years,Female,F,96.0,241544.0,39.7,Mid-West,Elderly group,74.0
Melanoma of the Skin,Michigan,2019,75-79 years,Female,F,76.0,171810.0,44.2,Mid-West,Elderly group,79.0
Melanoma of the Skin,Michigan,2019,80-84 years,Female,F,51.0,115565.0,44.1,Mid-West,Elderly group,84.0
Melanoma of the Skin,Michigan,2019,85+ years,Female,F,72.0,137254.0,52.5,Mid-West,Elderly group,89.0
Melanoma of the Skin,Minnesota,2019,25-29 years,Female,F,27.0,184043.0,14.7,Mid-West,Young age group,29.0
Melanoma of the Skin,Minnesota,2019,30-34 years,Female,F,62.0,188212.0,32.9,Mid-West,Adult age group,34.0
Melanoma of the Skin,Minnesota,2019,35-39 years,Female,F,55.0,192038.0,28.6,Mid-West,Adult age group,39.0
Melanoma of the Skin,Minnesota,2019,40-44 years,Female,F,77.0,165487.0,46.5,Mid-West,Adult age group,44.0
Melanoma of the Skin,Minnesota,2019,45-49 years,Female,F,71.0,162807.0,43.6,Mid-West,Adult age group,49.0
Melanoma of the Skin,Minnesota,2019,50-54 years,Female,F,98.0,171902.0,57.0,Mid-West,Middle age group,54.0
Melanoma of the Skin,Minnesota,2019,55-59 years,Female,F,131.0,196576.0,66.6,Mid-West,Middle age group,59.0
Melanoma of the Skin,Minnesota,2019,60-64 years ,Female,F,153.0,185439.0,82.5,Mid-West,Middle age group,64.0
Melanoma of the Skin,Minnesota,2019,65-69 years,Female,F,110.0,155761.0,70.6,Mid-West,Elderly group,69.0
Melanoma of the Skin,Minnesota,2019,70-74 years,Female,F,85.0,119426.0,71.2,Mid-West,Elderly group,74.0
Melanoma of the Skin,Minnesota,2019,75-79 years,Female,F,72.0,85874.0,83.8,Mid-West,Elderly group,79.0
Melanoma of the Skin,Minnesota,2019,80-84 years,Female,F,47.0,60951.0,77.1,Mid-West,Elderly group,84.0
Melanoma of the Skin,Minnesota,2019,85+ years,Female,F,55.0,78571.0,70.0,Mid-West,Elderly group,89.0
Melanoma of the Skin,Mississippi,2019,35-39 years,Female,F,23.0,96789.0,23.8,South,Adult age group,39.0
Melanoma of the Skin,Mississippi,2019,40-44 years,Female,F,21.0,91576.0,22.9,South,Adult age group,44.0
Melanoma of the Skin,Mississippi,2019,45-49 years,Female,F,26.0,94342.0,27.6,South,Adult age group,49.0
Melanoma of the Skin,Mississippi,2019,50-54 years,Female,F,23.0,93317.0,24.6,South,Middle age group,54.0
Melanoma of the Skin,Mississippi,2019,55-59 years,Female,F,25.0,103158.0,24.2,South,Middle age group,59.0
Melanoma of the Skin,Mississippi,2019,60-64 years ,Female,F,36.0,99512.0,36.2,South,Middle age group,64.0
Melanoma of the Skin,Mississippi,2019,65-69 years,Female,F,27.0,86407.0,31.2,South,Elderly group,69.0
Melanoma of the Skin,Mississippi,2019,70-74 years,Female,F,28.0,69267.0,40.4,South,Elderly group,74.0
Melanoma of the Skin,Mississippi,2019,85+ years,Female,F,26.0,35080.0,74.1,South,Elderly group,89.0
Melanoma of the Skin,Missouri,2019,30-34 years,Female,F,32.0,200368.0,16.0,Mid-West,Adult age group,34.0
Melanoma of the Skin,Missouri,2019,35-39 years,Female,F,33.0,199612.0,16.5,Mid-West,Adult age group,39.0
Melanoma of the Skin,Missouri,2019,40-44 years,Female,F,30.0,179308.0,16.7,Mid-West,Adult age group,44.0
Melanoma of the Skin,Missouri,2019,45-49 years,Female,F,32.0,183931.0,17.4,Mid-West,Adult age group,49.0
Melanoma of the Skin,Missouri,2019,50-54 years,Female,F,48.0,187779.0,25.6,Mid-West,Middle age group,54.0
Melanoma of the Skin,Missouri,2019,55-59 years,Female,F,63.0,218570.0,28.8,Mid-West,Middle age group,59.0
Melanoma of the Skin,Missouri,2019,60-64 years ,Female,F,59.0,210069.0,28.1,Mid-West,Middle age group,64.0
Melanoma of the Skin,Missouri,2019,65-69 years,Female,F,56.0,180332.0,31.1,Mid-West,Elderly group,69.0
Melanoma of the Skin,Missouri,2019,70-74 years,Female,F,56.0,145112.0,38.6,Mid-West,Elderly group,74.0
Melanoma of the Skin,Missouri,2019,75-79 years,Female,F,41.0,106043.0,38.7,Mid-West,Elderly group,79.0
Melanoma of the Skin,Missouri,2019,80-84 years,Female,F,30.0,73042.0,41.1,Mid-West,Elderly group,84.0
Melanoma of the Skin,Missouri,2019,85+ years,Female,F,38.0,87102.0,43.6,Mid-West,Elderly group,89.0
Melanoma of the Skin,Montana,2019,50-54 years,Female,F,16.0,29766.0,53.8,West,Middle age group,54.0
Melanoma of the Skin,Montana,2019,55-59 years,Female,F,22.0,37350.0,58.9,West,Middle age group,59.0
Melanoma of the Skin,Montana,2019,60-64 years ,Female,F,18.0,39713.0,45.3,West,Middle age group,64.0
Melanoma of the Skin,Montana,2019,65-69 years,Female,F,27.0,35712.0,75.6,West,Elderly group,69.0
Melanoma of the Skin,Nebraska,2019,30-34 years,Female,F,21.0,61091.0,34.4,Mid-West,Adult age group,34.0
Melanoma of the Skin,Nebraska,2019,35-39 years,Female,F,17.0,63701.0,26.7,Mid-West,Adult age group,39.0
Melanoma of the Skin,Nebraska,2019,40-44 years,Female,F,20.0,55603.0,36.0,Mid-West,Adult age group,44.0
Melanoma of the Skin,Nebraska,2019,50-54 years,Female,F,25.0,53007.0,47.2,Mid-West,Middle age group,54.0
Melanoma of the Skin,Nebraska,2019,55-59 years,Female,F,36.0,62299.0,57.8,Mid-West,Middle age group,59.0
Melanoma of the Skin,Nebraska,2019,60-64 years ,Female,F,26.0,60221.0,43.2,Mid-West,Middle age group,64.0
Melanoma of the Skin,Nebraska,2019,65-69 years,Female,F,29.0,52529.0,55.2,Mid-West,Elderly group,69.0
Melanoma of the Skin,Nebraska,2019,70-74 years,Female,F,22.0,40408.0,54.4,Mid-West,Elderly group,74.0
Melanoma of the Skin,Nebraska,2019,75-79 years,Female,F,21.0,28807.0,72.9,Mid-West,Elderly group,79.0
Melanoma of the Skin,Nebraska,2019,85+ years,Female,F,16.0,27632.0,57.9,Mid-West,Elderly group,89.0
Melanoma of the Skin,New Hampshire,2019,45-49 years,Female,F,16.0,43502.0,36.8,North-East,Adult age group,49.0
Melanoma of the Skin,New Hampshire,2019,55-59 years,Female,F,23.0,56257.0,40.9,North-East,Middle age group,59.0
Melanoma of the Skin,New Hampshire,2019,60-64 years ,Female,F,25.0,53047.0,47.1,North-East,Middle age group,64.0
Melanoma of the Skin,New Hampshire,2019,65-69 years,Female,F,43.0,43716.0,98.4,North-East,Elderly group,69.0
Melanoma of the Skin,New Hampshire,2019,70-74 years,Female,F,29.0,35190.0,82.4,North-East,Elderly group,74.0
Melanoma of the Skin,New Hampshire,2019,75-79 years,Female,F,16.0,23336.0,68.6,North-East,Elderly group,79.0
Melanoma of the Skin,New Hampshire,2019,85+ years,Female,F,17.0,19531.0,87.0,North-East,Elderly group,89.0
Melanoma of the Skin,New Jersey,2019,25-29 years,Female,F,20.0,284229.0,7.0,North-East,Young age group,29.0
Melanoma of the Skin,New Jersey,2019,30-34 years,Female,F,19.0,283228.0,6.7,North-East,Adult age group,34.0
Melanoma of the Skin,New Jersey,2019,35-39 years,Female,F,37.0,290980.0,12.7,North-East,Adult age group,39.0
Melanoma of the Skin,New Jersey,2019,40-44 years,Female,F,39.0,281662.0,13.8,North-East,Adult age group,44.0
Melanoma of the Skin,New Jersey,2019,45-49 years,Female,F,60.0,297915.0,20.1,North-East,Adult age group,49.0
Melanoma of the Skin,New Jersey,2019,50-54 years,Female,F,72.0,316634.0,22.7,North-East,Middle age group,54.0
Melanoma of the Skin,New Jersey,2019,55-59 years,Female,F,107.0,330304.0,32.4,North-East,Middle age group,59.0
Melanoma of the Skin,New Jersey,2019,60-64 years ,Female,F,118.0,302904.0,39.0,North-East,Middle age group,64.0
Melanoma of the Skin,New Jersey,2019,65-69 years,Female,F,110.0,245973.0,44.7,North-East,Elderly group,69.0
Melanoma of the Skin,New Jersey,2019,70-74 years,Female,F,115.0,204229.0,56.3,North-East,Elderly group,74.0
Melanoma of the Skin,New Jersey,2019,75-79 years,Female,F,92.0,149031.0,61.7,North-East,Elderly group,79.0
Melanoma of the Skin,New Jersey,2019,80-84 years,Female,F,83.0,104886.0,79.1,North-East,Elderly group,84.0
Melanoma of the Skin,New Jersey,2019,85+ years,Female,F,95.0,133201.0,71.3,North-East,Elderly group,89.0
Melanoma of the Skin,New Mexico,2019,55-59 years,Female,F,22.0,71160.0,30.9,West,Middle age group,59.0
Melanoma of the Skin,New Mexico,2019,60-64 years ,Female,F,19.0,71272.0,26.7,West,Middle age group,64.0
Melanoma of the Skin,New Mexico,2019,65-69 years,Female,F,42.0,65647.0,64.0,West,Elderly group,69.0
Melanoma of the Skin,New Mexico,2019,70-74 years,Female,F,21.0,53566.0,39.2,West,Elderly group,74.0
Melanoma of the Skin,New Mexico,2019,75-79 years,Female,F,17.0,36542.0,46.5,West,Elderly group,79.0
Melanoma of the Skin,New York,2019,20-24 years,Female,F,17.0,635399.0,2.7,North-East,Young age group,24.0
Melanoma of the Skin,New York,2019,25-29 years,Female,F,48.0,732300.0,6.6,North-East,Young age group,29.0
