Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Pancreas,21100,Maryland,24,2019,2019,80-84 years,80-84,Female,F,55,63896,86.1
,Pancreas,21100,Maryland,24,2019,2019,85+ years,85+,Female,F,75,77909,96.3
,Pancreas,21100,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,22,239401,9.2
,Pancreas,21100,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,45,253511,17.8
,Pancreas,21100,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,50,236116,21.2
,Pancreas,21100,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,66,198943,33.2
,Pancreas,21100,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,89,162642,54.7
,Pancreas,21100,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,99,113551,87.2
,Pancreas,21100,Massachusetts,25,2019,2019,80-84 years,80-84,Female,F,76,79833,95.2
,Pancreas,21100,Massachusetts,25,2019,2019,85+ years,85+,Female,F,137,104870,130.6
,Pancreas,21100,Michigan,26,2019,2019,45-49 years,45-49,Female,F,20,310626,6.4
,Pancreas,21100,Michigan,26,2019,2019,50-54 years,50-54,Female,F,31,324874,9.5
,Pancreas,21100,Michigan,26,2019,2019,55-59 years,55-59,Female,F,77,361769,21.3
,Pancreas,21100,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,113,357447,31.6
,Pancreas,21100,Michigan,26,2019,2019,65-69 years,65-69,Female,F,127,306704,41.4
,Pancreas,21100,Michigan,26,2019,2019,70-74 years,70-74,Female,F,165,241544,68.3
,Pancreas,21100,Michigan,26,2019,2019,75-79 years,75-79,Female,F,125,171810,72.8
,Pancreas,21100,Michigan,26,2019,2019,80-84 years,80-84,Female,F,116,115565,100.4
,Pancreas,21100,Michigan,26,2019,2019,85+ years,85+,Female,F,115,137254,83.8
,Pancreas,21100,Minnesota,27,2019,2019,45-49 years,45-49,Female,F,17,162807,10.4
,Pancreas,21100,Minnesota,27,2019,2019,50-54 years,50-54,Female,F,22,171902,12.8
,Pancreas,21100,Minnesota,27,2019,2019,55-59 years,55-59,Female,F,34,196576,17.3
,Pancreas,21100,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,58,185439,31.3
,Pancreas,21100,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,51,155761,32.7
,Pancreas,21100,Minnesota,27,2019,2019,70-74 years,70-74,Female,F,62,119426,51.9
,Pancreas,21100,Minnesota,27,2019,2019,75-79 years,75-79,Female,F,73,85874,85
,Pancreas,21100,Minnesota,27,2019,2019,80-84 years,80-84,Female,F,51,60951,83.7
,Pancreas,21100,Minnesota,27,2019,2019,85+ years,85+,Female,F,71,78571,90.4
,Pancreas,21100,Mississippi,28,2019,2019,55-59 years,55-59,Female,F,16,103158,15.5
,Pancreas,21100,Mississippi,28,2019,2019,60-64 years ,60-64,Female,F,26,99512,26.1
,Pancreas,21100,Mississippi,28,2019,2019,65-69 years,65-69,Female,F,33,86407,38.2
,Pancreas,21100,Mississippi,28,2019,2019,70-74 years,70-74,Female,F,39,69267,56.3
,Pancreas,21100,Mississippi,28,2019,2019,75-79 years,75-79,Female,F,34,49563,68.6
,Pancreas,21100,Mississippi,28,2019,2019,80-84 years,80-84,Female,F,26,34204,76
,Pancreas,21100,Mississippi,28,2019,2019,85+ years,85+,Female,F,43,35080,122.6
,Pancreas,21100,Missouri,29,2019,2019,50-54 years,50-54,Female,F,27,187779,14.4
,Pancreas,21100,Missouri,29,2019,2019,55-59 years,55-59,Female,F,41,218570,18.8
,Pancreas,21100,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,66,210069,31.4
,Pancreas,21100,Missouri,29,2019,2019,65-69 years,65-69,Female,F,75,180332,41.6
,Pancreas,21100,Missouri,29,2019,2019,70-74 years,70-74,Female,F,83,145112,57.2
,Pancreas,21100,Missouri,29,2019,2019,75-79 years,75-79,Female,F,76,106043,71.7
,Pancreas,21100,Missouri,29,2019,2019,80-84 years,80-84,Female,F,65,73042,89
,Pancreas,21100,Missouri,29,2019,2019,85+ years,85+,Female,F,76,87102,87.3
,Pancreas,21100,Montana,30,2019,2019,75-79 years,75-79,Female,F,20,18357,109
,Pancreas,21100,Nebraska,31,2019,2019,60-64 years ,60-64,Female,F,23,60221,38.2
,Pancreas,21100,Nebraska,31,2019,2019,70-74 years,70-74,Female,F,25,40408,61.9
,Pancreas,21100,Nebraska,31,2019,2019,85+ years,85+,Female,F,17,27632,61.5
,Pancreas,21100,New Hampshire,33,2019,2019,60-64 years ,60-64,Female,F,21,53047,39.6
,Pancreas,21100,New Hampshire,33,2019,2019,70-74 years,70-74,Female,F,23,35190,65.4
,Pancreas,21100,New Hampshire,33,2019,2019,75-79 years,75-79,Female,F,17,23336,72.8
,Pancreas,21100,New Hampshire,33,2019,2019,80-84 years,80-84,Female,F,21,15363,136.7
,Pancreas,21100,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,46,316634,14.5
,Pancreas,21100,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,64,330304,19.4
,Pancreas,21100,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,98,302904,32.4
,Pancreas,21100,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,119,245973,48.4
,Pancreas,21100,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,140,204229,68.6
,Pancreas,21100,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,144,149031,96.6
,Pancreas,21100,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,100,104886,95.3
,Pancreas,21100,New Jersey,34,2019,2019,85+ years,85+,Female,F,147,133201,110.4
,Pancreas,21100,New Mexico,35,2019,2019,60-64 years ,60-64,Female,F,19,71272,26.7
,Pancreas,21100,New Mexico,35,2019,2019,65-69 years,65-69,Female,F,30,65647,45.7
,Pancreas,21100,New Mexico,35,2019,2019,70-74 years,70-74,Female,F,23,53566,42.9
,Pancreas,21100,New Mexico,35,2019,2019,75-79 years,75-79,Female,F,30,36542,82.1
,Pancreas,21100,New Mexico,35,2019,2019,80-84 years,80-84,Female,F,16,24533,65.2
,Pancreas,21100,New Mexico,35,2019,2019,85+ years,85+,Female,F,21,25359,82.8
,Pancreas,21100,New York,36,2019,2019,40-44 years,40-44,Female,F,16,589526,2.7
,Pancreas,21100,New York,36,2019,2019,45-49 years,45-49,Female,F,34,613969,5.5
,Pancreas,21100,New York,36,2019,2019,50-54 years,50-54,Female,F,72,656788,11
,Pancreas,21100,New York,36,2019,2019,55-59 years,55-59,Female,F,113,699982,16.1
,Pancreas,21100,New York,36,2019,2019,60-64 years ,60-64,Female,F,183,653612,28
,Pancreas,21100,New York,36,2019,2019,65-69 years,65-69,Female,F,281,551794,50.9
,Pancreas,21100,New York,36,2019,2019,70-74 years,70-74,Female,F,308,454732,67.7
,Pancreas,21100,New York,36,2019,2019,75-79 years,75-79,Female,F,280,329691,84.9
,Pancreas,21100,New York,36,2019,2019,80-84 years,80-84,Female,F,214,237200,90.2
,Pancreas,21100,New York,36,2019,2019,85+ years,85+,Female,F,321,302494,106.1
,Pancreas,21100,North Carolina,37,2019,2019,45-49 years,45-49,Female,F,22,353342,6.2
,Pancreas,21100,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,34,346300,9.8
,Pancreas,21100,North Carolina,37,2019,2019,55-59 years,55-59,Female,F,67,366341,18.3
,Pancreas,21100,North Carolina,37,2019,2019,60-64 years ,60-64,Female,F,108,349308,30.9
,Pancreas,21100,North Carolina,37,2019,2019,65-69 years,65-69,Female,F,137,310552,44.1
,Pancreas,21100,North Carolina,37,2019,2019,70-74 years,70-74,Female,F,140,256800,54.5
,Pancreas,21100,North Carolina,37,2019,2019,75-79 years,75-79,Female,F,130,176072,73.8
,Pancreas,21100,North Carolina,37,2019,2019,80-84 years,80-84,Female,F,104,116867,89
,Pancreas,21100,North Carolina,37,2019,2019,85+ years,85+,Female,F,115,124490,92.4
,Pancreas,21100,Ohio,39,2019,2019,45-49 years,45-49,Female,F,25,360903,6.9
,Pancreas,21100,Ohio,39,2019,2019,50-54 years,50-54,Female,F,44,371783,11.8
,Pancreas,21100,Ohio,39,2019,2019,55-59 years,55-59,Female,F,63,414756,15.2
,Pancreas,21100,Ohio,39,2019,2019,60-64 years ,60-64,Female,F,121,413355,29.3
,Pancreas,21100,Ohio,39,2019,2019,65-69 years,65-69,Female,F,175,351133,49.8
,Pancreas,21100,Ohio,39,2019,2019,70-74 years,70-74,Female,F,175,281657,62.1
,Pancreas,21100,Ohio,39,2019,2019,75-79 years,75-79,Female,F,150,200897,74.7
,Pancreas,21100,Ohio,39,2019,2019,80-84 years,80-84,Female,F,118,142833,82.6
,Pancreas,21100,Ohio,39,2019,2019,85+ years,85+,Female,F,134,166866,80.3
,Pancreas,21100,Oklahoma,40,2019,2019,55-59 years,55-59,Female,F,30,129631,23.1
,Pancreas,21100,Oklahoma,40,2019,2019,60-64 years ,60-64,Female,F,38,125263,30.3
,Pancreas,21100,Oklahoma,40,2019,2019,65-69 years,65-69,Female,F,45,108181,41.6
,Pancreas,21100,Oklahoma,40,2019,2019,70-74 years,70-74,Female,F,59,88297,66.8
,Pancreas,21100,Oklahoma,40,2019,2019,75-79 years,75-79,Female,F,34,64719,52.5
,Pancreas,21100,Oklahoma,40,2019,2019,80-84 years,80-84,Female,F,34,43833,77.6
,Pancreas,21100,Oklahoma,40,2019,2019,85+ years,85+,Female,F,46,47112,97.6
,Pancreas,21100,Oregon,41,2019,2019,55-59 years,55-59,Female,F,26,137008,19
,Pancreas,21100,Oregon,41,2019,2019,60-64 years ,60-64,Female,F,46,142652,32.2
,Pancreas,21100,Oregon,41,2019,2019,65-69 years,65-69,Female,F,45,135853,33.1
,Pancreas,21100,Oregon,41,2019,2019,70-74 years,70-74,Female,F,63,108160,58.2
,Pancreas,21100,Oregon,41,2019,2019,75-79 years,75-79,Female,F,48,72209,66.5
,Pancreas,21100,Oregon,41,2019,2019,80-84 years,80-84,Female,F,43,45225,95.1
,Pancreas,21100,Oregon,41,2019,2019,85+ years,85+,Female,F,35,52625,66.5
,Pancreas,21100,Pennsylvania,42,2019,2019,45-49 years,45-49,Female,F,26,389883,6.7
,Pancreas,21100,Pennsylvania,42,2019,2019,50-54 years,50-54,Female,F,47,421520,11.2
,Pancreas,21100,Pennsylvania,42,2019,2019,55-59 years,55-59,Female,F,79,466559,16.9
,Pancreas,21100,Pennsylvania,42,2019,2019,60-64 years ,60-64,Female,F,125,463429,27
,Pancreas,21100,Pennsylvania,42,2019,2019,65-69 years,65-69,Female,F,157,396948,39.6
,Pancreas,21100,Pennsylvania,42,2019,2019,70-74 years,70-74,Female,F,194,321627,60.3
,Pancreas,21100,Pennsylvania,42,2019,2019,75-79 years,75-79,Female,F,188,234985,80
,Pancreas,21100,Pennsylvania,42,2019,2019,80-84 years,80-84,Female,F,171,169671,100.8
,Pancreas,21100,Pennsylvania,42,2019,2019,85+ years,85+,Female,F,206,219194,94
,Pancreas,21100,Rhode Island,44,2019,2019,80-84 years,80-84,Female,F,16,12663,126.4
,Pancreas,21100,South Carolina,45,2019,2019,50-54 years,50-54,Female,F,16,167670,9.5
,Pancreas,21100,South Carolina,45,2019,2019,55-59 years,55-59,Female,F,39,184365,21.2
,Pancreas,21100,South Carolina,45,2019,2019,60-64 years ,60-64,Female,F,37,181633,20.4
,Pancreas,21100,South Carolina,45,2019,2019,65-69 years,65-69,Female,F,56,168333,33.3
,Pancreas,21100,South Carolina,45,2019,2019,70-74 years,70-74,Female,F,65,140364,46.3
,Pancreas,21100,South Carolina,45,2019,2019,75-79 years,75-79,Female,F,58,94712,61.2
,Pancreas,21100,South Carolina,45,2019,2019,80-84 years,80-84,Female,F,46,58604,78.5
,Pancreas,21100,South Carolina,45,2019,2019,85+ years,85+,Female,F,51,58988,86.5
,Pancreas,21100,Tennessee,47,2019,2019,45-49 years,45-49,Female,F,19,223032,8.5
,Pancreas,21100,Tennessee,47,2019,2019,50-54 years,50-54,Female,F,22,221166,9.9
,Pancreas,21100,Tennessee,47,2019,2019,55-59 years,55-59,Female,F,44,239076,18.4
,Pancreas,21100,Tennessee,47,2019,2019,60-64 years ,60-64,Female,F,67,228979,29.3
,Pancreas,21100,Tennessee,47,2019,2019,65-69 years,65-69,Female,F,72,199908,36
,Pancreas,21100,Tennessee,47,2019,2019,70-74 years,70-74,Female,F,74,165364,44.7
,Pancreas,21100,Tennessee,47,2019,2019,75-79 years,75-79,Female,F,75,115517,64.9
,Pancreas,21100,Tennessee,47,2019,2019,80-84 years,80-84,Female,F,58,76553,75.8
,Pancreas,21100,Tennessee,47,2019,2019,85+ years,85+,Female,F,65,80013,81.2
,Pancreas,21100,Texas,48,2019,2019,40-44 years,40-44,Female,F,25,938570,2.7
,Pancreas,21100,Texas,48,2019,2019,45-49 years,45-49,Female,F,47,932753,5
,Pancreas,21100,Texas,48,2019,2019,50-54 years,50-54,Female,F,57,856123,6.7
,Pancreas,21100,Texas,48,2019,2019,55-59 years,55-59,Female,F,146,877447,16.6
,Pancreas,21100,Texas,48,2019,2019,60-64 years ,60-64,Female,F,235,803516,29.2
,Pancreas,21100,Texas,48,2019,2019,65-69 years,65-69,Female,F,276,670181,41.2
,Pancreas,21100,Texas,48,2019,2019,70-74 years,70-74,Female,F,271,527996,51.3
,Pancreas,21100,Texas,48,2019,2019,75-79 years,75-79,Female,F,243,363942,66.8
,Pancreas,21100,Texas,48,2019,2019,80-84 years,80-84,Female,F,204,242053,84.3
,Pancreas,21100,Texas,48,2019,2019,85+ years,85+,Female,F,249,256745,97
,Pancreas,21100,Utah,49,2019,2019,65-69 years,65-69,Female,F,21,64231,32.7
,Pancreas,21100,Utah,49,2019,2019,70-74 years,70-74,Female,F,30,49703,60.4
,Pancreas,21100,Utah,49,2019,2019,75-79 years,75-79,Female,F,29,35279,82.2
,Pancreas,21100,Utah,49,2019,2019,85+ years,85+,Female,F,21,22581,93
,Pancreas,21100,Virginia,51,2019,2019,50-54 years,50-54,Female,F,23,283051,8.1
,Pancreas,21100,Virginia,51,2019,2019,55-59 years,55-59,Female,F,49,300525,16.3
,Pancreas,21100,Virginia,51,2019,2019,60-64 years ,60-64,Female,F,81,277515,29.2
,Pancreas,21100,Virginia,51,2019,2019,65-69 years,65-69,Female,F,92,235025,39.1
,Pancreas,21100,Virginia,51,2019,2019,70-74 years,70-74,Female,F,101,195117,51.8
,Pancreas,21100,Virginia,51,2019,2019,75-79 years,75-79,Female,F,95,136910,69.4
,Pancreas,21100,Virginia,51,2019,2019,80-84 years,80-84,Female,F,78,89658,87
,Pancreas,21100,Virginia,51,2019,2019,85+ years,85+,Female,F,71,99481,71.4
,Pancreas,21100,Washington,53,2019,2019,50-54 years,50-54,Female,F,20,227311,8.8
,Pancreas,21100,Washington,53,2019,2019,55-59 years,55-59,Female,F,45,247268,18.2
,Pancreas,21100,Washington,53,2019,2019,60-64 years ,60-64,Female,F,61,242858,25.1
,Pancreas,21100,Washington,53,2019,2019,65-69 years,65-69,Female,F,91,215436,42.2
,Pancreas,21100,Washington,53,2019,2019,70-74 years,70-74,Female,F,100,170605,58.6
,Pancreas,21100,Washington,53,2019,2019,75-79 years,75-79,Female,F,93,112696,82.5
,Pancreas,21100,Washington,53,2019,2019,80-84 years,80-84,Female,F,62,72011,86.1
,Pancreas,21100,Washington,53,2019,2019,85+ years,85+,Female,F,82,84580,96.9
,Pancreas,21100,West Virginia,54,2019,2019,55-59 years,55-59,Female,F,19,64103,29.6
,Pancreas,21100,West Virginia,54,2019,2019,60-64 years ,60-64,Female,F,17,66926,25.4
,Pancreas,21100,West Virginia,54,2019,2019,65-69 years,65-69,Female,F,24,62087,38.7
,Pancreas,21100,West Virginia,54,2019,2019,70-74 years,70-74,Female,F,26,51297,50.7
,Pancreas,21100,West Virginia,54,2019,2019,75-79 years,75-79,Female,F,17,35484,47.9
,Pancreas,21100,West Virginia,54,2019,2019,80-84 years,80-84,Female,F,18,24991,72
,Pancreas,21100,West Virginia,54,2019,2019,85+ years,85+,Female,F,19,26201,72.5
,Pancreas,21100,Wisconsin,55,2019,2019,55-59 years,55-59,Female,F,62,213702,29
,Pancreas,21100,Wisconsin,55,2019,2019,60-64 years ,60-64,Female,F,69,202963,34
,Pancreas,21100,Wisconsin,55,2019,2019,65-69 years,65-69,Female,F,87,173144,50.2
,Pancreas,21100,Wisconsin,55,2019,2019,70-74 years,70-74,Female,F,73,133024,54.9
,Pancreas,21100,Wisconsin,55,2019,2019,75-79 years,75-79,Female,F,82,94842,86.5
,Pancreas,21100,Wisconsin,55,2019,2019,80-84 years,80-84,Female,F,51,67245,75.8
,Pancreas,21100,Wisconsin,55,2019,2019,85+ years,85+,Female,F,68,82068,82.9
,Stomach,21020,Alabama,1,2019,2019,60-64 years ,60-64,Female,F,21,169849,12.4
,Stomach,21020,Alabama,1,2019,2019,65-69 years,65-69,Female,F,20,148314,13.5
,Stomach,21020,Alabama,1,2019,2019,70-74 years,70-74,Female,F,27,123192,21.9
,Stomach,21020,Alabama,1,2019,2019,80-84 years,80-84,Female,F,17,59865,28.4
,Stomach,21020,Alabama,1,2019,2019,85+ years,85+,Female,F,16,60637,26.4
,Stomach,21020,Arizona,4,2019,2019,50-54 years,50-54,Female,F,18,211827,8.5
,Stomach,21020,Arizona,4,2019,2019,55-59 years,55-59,Female,F,16,230465,6.9
,Stomach,21020,Arizona,4,2019,2019,60-64 years ,60-64,Female,F,16,229478,7
,Stomach,21020,Arizona,4,2019,2019,65-69 years,65-69,Female,F,24,214430,11.2
,Stomach,21020,Arizona,4,2019,2019,70-74 years,70-74,Female,F,25,188636,13.3
,Stomach,21020,Arizona,4,2019,2019,75-79 years,75-79,Female,F,24,135655,17.7
,Stomach,21020,Arkansas,5,2019,2019,75-79 years,75-79,Female,F,16,54046,29.6
,Stomach,21020,California,6,2019,2019,30-34 years,30-34,Female,F,18,1430806,1.3
,Stomach,21020,California,6,2019,2019,35-39 years,35-39,Female,F,36,1362262,2.6
,Stomach,21020,California,6,2019,2019,40-44 years,40-44,Female,F,50,1243104,4
,Stomach,21020,California,6,2019,2019,45-49 years,45-49,Female,F,73,1259963,5.8
,Stomach,21020,California,6,2019,2019,50-54 years,50-54,Female,F,118,1233458,9.6
,Stomach,21020,California,6,2019,2019,55-59 years,55-59,Female,F,104,1273574,8.2
,Stomach,21020,California,6,2019,2019,60-64 years ,60-64,Female,F,148,1176111,12.6
,Stomach,21020,California,6,2019,2019,65-69 years,65-69,Female,F,156,998753,15.6
,Stomach,21020,California,6,2019,2019,70-74 years,70-74,Female,F,168,804419,20.9
,Stomach,21020,California,6,2019,2019,75-79 years,75-79,Female,F,133,563200,23.6
,Stomach,21020,California,6,2019,2019,80-84 years,80-84,Female,F,122,390975,31.2
,Stomach,21020,California,6,2019,2019,85+ years,85+,Female,F,181,469229,38.6
,Stomach,21020,Colorado,8,2019,2019,60-64 years ,60-64,Female,F,16,179011,8.9
,Stomach,21020,Colorado,8,2019,2019,70-74 years,70-74,Female,F,16,118260,13.5
,Stomach,21020,Colorado,8,2019,2019,85+ years,85+,Female,F,17,56712,30
,Stomach,21020,Connecticut,9,2019,2019,75-79 years,75-79,Female,F,20,62745,31.9
,Stomach,21020,Connecticut,9,2019,2019,85+ years,85+,Female,F,16,59854,26.7
,Stomach,21020,Florida,12,2019,2019,45-49 years,45-49,Female,F,30,681500,4.4
,Stomach,21020,Florida,12,2019,2019,50-54 years,50-54,Female,F,33,700250,4.7
,Stomach,21020,Florida,12,2019,2019,55-59 years,55-59,Female,F,71,772858,9.2
,Stomach,21020,Florida,12,2019,2019,60-64 years ,60-64,Female,F,73,749307,9.7
,Stomach,21020,Florida,12,2019,2019,65-69 years,65-69,Female,F,110,698508,15.7
,Stomach,21020,Florida,12,2019,2019,70-74 years,70-74,Female,F,101,626376,16.1
,Stomach,21020,Florida,12,2019,2019,75-79 years,75-79,Female,F,88,472418,18.6
,Stomach,21020,Florida,12,2019,2019,80-84 years,80-84,Female,F,74,320803,23.1
,Stomach,21020,Florida,12,2019,2019,85+ years,85+,Female,F,85,348448,24.4
,Stomach,21020,Georgia,13,2019,2019,45-49 years,45-49,Female,F,23,368242,6.2
,Stomach,21020,Georgia,13,2019,2019,50-54 years,50-54,Female,F,20,353106,5.7
,Stomach,21020,Georgia,13,2019,2019,55-59 years,55-59,Female,F,33,359156,9.2
,Stomach,21020,Georgia,13,2019,2019,60-64 years ,60-64,Female,F,39,325944,12
,Stomach,21020,Georgia,13,2019,2019,65-69 years,65-69,Female,F,47,278529,16.9
,Stomach,21020,Georgia,13,2019,2019,70-74 years,70-74,Female,F,38,227063,16.7
,Stomach,21020,Georgia,13,2019,2019,75-79 years,75-79,Female,F,36,153772,23.4
,Stomach,21020,Georgia,13,2019,2019,80-84 years,80-84,Female,F,32,98022,32.6
,Stomach,21020,Georgia,13,2019,2019,85+ years,85+,Female,F,18,99429,18.1
,Stomach,21020,Illinois,17,2019,2019,45-49 years,45-49,Female,F,27,403414,6.7
,Stomach,21020,Illinois,17,2019,2019,50-54 years,50-54,Female,F,35,404664,8.6
,Stomach,21020,Illinois,17,2019,2019,55-59 years,55-59,Female,F,37,436885,8.5
,Stomach,21020,Illinois,17,2019,2019,60-64 years ,60-64,Female,F,52,416640,12.5
,Stomach,21020,Illinois,17,2019,2019,65-69 years,65-69,Female,F,51,349858,14.6
,Stomach,21020,Illinois,17,2019,2019,70-74 years,70-74,Female,F,59,278198,21.2
,Stomach,21020,Illinois,17,2019,2019,75-79 years,75-79,Female,F,48,201846,23.8
,Stomach,21020,Illinois,17,2019,2019,80-84 years,80-84,Female,F,40,141930,28.2
,Stomach,21020,Illinois,17,2019,2019,85+ years,85+,Female,F,38,175653,21.6
,Stomach,21020,Indiana,18,2019,2019,70-74 years,70-74,Female,F,17,149296,11.4
,Stomach,21020,Indiana,18,2019,2019,75-79 years,75-79,Female,F,19,106589,17.8
,Stomach,21020,Indiana,18,2019,2019,80-84 years,80-84,Female,F,21,74031,28.4
,Stomach,21020,Kentucky,21,2019,2019,60-64 years ,60-64,Female,F,20,152064,13.2
,Stomach,21020,Kentucky,21,2019,2019,70-74 years,70-74,Female,F,16,106625,15
,Stomach,21020,Louisiana,22,2019,2019,60-64 years ,60-64,Female,F,28,155632,18
,Stomach,21020,Louisiana,22,2019,2019,65-69 years,65-69,Female,F,16,132999,12
,Stomach,21020,Louisiana,22,2019,2019,70-74 years,70-74,Female,F,31,104881,29.6
,Stomach,21020,Louisiana,22,2019,2019,75-79 years,75-79,Female,F,19,73876,25.7
,Stomach,21020,Louisiana,22,2019,2019,85+ years,85+,Female,F,16,53556,29.9
,Stomach,21020,Maryland,24,2019,2019,55-59 years,55-59,Female,F,25,225788,11.1
,Stomach,21020,Maryland,24,2019,2019,60-64 years ,60-64,Female,F,26,204234,12.7
,Stomach,21020,Maryland,24,2019,2019,65-69 years,65-69,Female,F,26,169494,15.3
,Stomach,21020,Maryland,24,2019,2019,70-74 years,70-74,Female,F,35,137197,25.5
,Stomach,21020,Maryland,24,2019,2019,75-79 years,75-79,Female,F,27,96346,28
,Stomach,21020,Maryland,24,2019,2019,80-84 years,80-84,Female,F,24,63896,37.6
,Stomach,21020,Maryland,24,2019,2019,85+ years,85+,Female,F,24,77909,30.8
,Stomach,21020,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,22,239401,9.2
,Stomach,21020,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,21,253511,8.3
,Stomach,21020,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,24,236116,10.2
,Stomach,21020,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,28,198943,14.1
,Stomach,21020,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,38,162642,23.4
,Stomach,21020,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,23,113551,20.3
,Stomach,21020,Massachusetts,25,2019,2019,80-84 years,80-84,Female,F,22,79833,27.6
,Stomach,21020,Massachusetts,25,2019,2019,85+ years,85+,Female,F,34,104870,32.4
,Stomach,21020,Michigan,26,2019,2019,55-59 years,55-59,Female,F,24,361769,6.6
,Stomach,21020,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,39,357447,10.9
,Stomach,21020,Michigan,26,2019,2019,65-69 years,65-69,Female,F,39,306704,12.7
,Stomach,21020,Michigan,26,2019,2019,70-74 years,70-74,Female,F,33,241544,13.7
,Stomach,21020,Michigan,26,2019,2019,75-79 years,75-79,Female,F,31,171810,18
,Stomach,21020,Michigan,26,2019,2019,80-84 years,80-84,Female,F,33,115565,28.6
,Stomach,21020,Michigan,26,2019,2019,85+ years,85+,Female,F,35,137254,25.5
,Stomach,21020,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,20,185439,10.8
,Stomach,21020,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,20,155761,12.8
,Stomach,21020,Minnesota,27,2019,2019,70-74 years,70-74,Female,F,16,119426,13.4
,Stomach,21020,Minnesota,27,2019,2019,85+ years,85+,Female,F,18,78571,22.9
,Stomach,21020,Mississippi,28,2019,2019,65-69 years,65-69,Female,F,21,86407,24.3
,Stomach,21020,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,21,210069,10
,Stomach,21020,Missouri,29,2019,2019,70-74 years,70-74,Female,F,18,145112,12.4
,Stomach,21020,Missouri,29,2019,2019,85+ years,85+,Female,F,18,87102,20.7
,Stomach,21020,New Jersey,34,2019,2019,45-49 years,45-49,Female,F,19,297915,6.4
,Stomach,21020,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,29,316634,9.2
,Stomach,21020,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,35,330304,10.6
,Stomach,21020,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,39,302904,12.9
,Stomach,21020,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,46,245973,18.7
,Stomach,21020,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,39,204229,19.1
,Stomach,21020,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,43,149031,28.9
,Stomach,21020,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,33,104886,31.5
,Stomach,21020,New Jersey,34,2019,2019,85+ years,85+,Female,F,38,133201,28.5
,Stomach,21020,New York,36,2019,2019,35-39 years,35-39,Female,F,17,642101,2.6
,Stomach,21020,New York,36,2019,2019,40-44 years,40-44,Female,F,19,589526,3.2
,Stomach,21020,New York,36,2019,2019,45-49 years,45-49,Female,F,39,613969,6.4
,Stomach,21020,New York,36,2019,2019,50-54 years,50-54,Female,F,71,656788,10.8
,Stomach,21020,New York,36,2019,2019,55-59 years,55-59,Female,F,77,699982,11
,Stomach,21020,New York,36,2019,2019,60-64 years ,60-64,Female,F,87,653612,13.3
,Stomach,21020,New York,36,2019,2019,65-69 years,65-69,Female,F,104,551794,18.8
,Stomach,21020,New York,36,2019,2019,70-74 years,70-74,Female,F,108,454732,23.8
,Stomach,21020,New York,36,2019,2019,75-79 years,75-79,Female,F,103,329691,31.2
,Stomach,21020,New York,36,2019,2019,80-84 years,80-84,Female,F,79,237200,33.3
,Stomach,21020,New York,36,2019,2019,85+ years,85+,Female,F,112,302494,37
,Stomach,21020,North Carolina,37,2019,2019,45-49 years,45-49,Female,F,16,353342,4.5
,Stomach,21020,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,21,346300,6.1
,Stomach,21020,North Carolina,37,2019,2019,55-59 years,55-59,Female,F,19,366341,5.2
,Stomach,21020,North Carolina,37,2019,2019,60-64 years ,60-64,Female,F,31,349308,8.9
