Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Stomach,21020,Kentucky,21,2019,2019,75-79 years,75-79,Male,M,27
,Stomach,21020,Kentucky,21,2019,2019,80-84 years,80-84,Male,M,17
,Stomach,21020,Louisiana,22,2019,2019,55-59 years,55-59,Male,M,33
,Stomach,21020,Louisiana,22,2019,2019,60-64 years ,60-64,Female,F,28
,Stomach,21020,Louisiana,22,2019,2019,60-64 years ,60-64,Male,M,39
,Stomach,21020,Louisiana,22,2019,2019,65-69 years,65-69,Female,F,16
,Stomach,21020,Louisiana,22,2019,2019,65-69 years,65-69,Male,M,30
,Stomach,21020,Louisiana,22,2019,2019,70-74 years,70-74,Female,F,31
,Stomach,21020,Louisiana,22,2019,2019,70-74 years,70-74,Male,M,26
,Stomach,21020,Louisiana,22,2019,2019,75-79 years,75-79,Female,F,19
,Stomach,21020,Louisiana,22,2019,2019,75-79 years,75-79,Male,M,25
,Stomach,21020,Louisiana,22,2019,2019,85+ years,85+,Female,F,16
,Stomach,21020,Louisiana,22,2019,2019,85+ years,85+,Male,M,18
,Stomach,21020,Maryland,24,2019,2019,55-59 years,55-59,Female,F,25
,Stomach,21020,Maryland,24,2019,2019,55-59 years,55-59,Male,M,24
,Stomach,21020,Maryland,24,2019,2019,60-64 years ,60-64,Female,F,26
,Stomach,21020,Maryland,24,2019,2019,60-64 years ,60-64,Male,M,42
,Stomach,21020,Maryland,24,2019,2019,65-69 years,65-69,Female,F,26
,Stomach,21020,Maryland,24,2019,2019,65-69 years,65-69,Male,M,45
,Stomach,21020,Maryland,24,2019,2019,70-74 years,70-74,Female,F,35
,Stomach,21020,Maryland,24,2019,2019,70-74 years,70-74,Male,M,40
,Stomach,21020,Maryland,24,2019,2019,75-79 years,75-79,Female,F,27
,Stomach,21020,Maryland,24,2019,2019,75-79 years,75-79,Male,M,33
,Stomach,21020,Maryland,24,2019,2019,80-84 years,80-84,Female,F,24
,Stomach,21020,Maryland,24,2019,2019,80-84 years,80-84,Male,M,31
,Stomach,21020,Maryland,24,2019,2019,85+ years,85+,Female,F,24
,Stomach,21020,Maryland,24,2019,2019,85+ years,85+,Male,M,17
,Stomach,21020,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,22
,Stomach,21020,Massachusetts,25,2019,2019,50-54 years,50-54,Male,M,25
,Stomach,21020,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,21
,Stomach,21020,Massachusetts,25,2019,2019,55-59 years,55-59,Male,M,31
,Stomach,21020,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,24
,Stomach,21020,Massachusetts,25,2019,2019,60-64 years ,60-64,Male,M,55
,Stomach,21020,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,28
,Stomach,21020,Massachusetts,25,2019,2019,65-69 years,65-69,Male,M,58
,Stomach,21020,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,38
,Stomach,21020,Massachusetts,25,2019,2019,70-74 years,70-74,Male,M,53
,Stomach,21020,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,23
,Stomach,21020,Massachusetts,25,2019,2019,75-79 years,75-79,Male,M,47
,Stomach,21020,Massachusetts,25,2019,2019,80-84 years,80-84,Female,F,22
,Stomach,21020,Massachusetts,25,2019,2019,80-84 years,80-84,Male,M,25
,Stomach,21020,Massachusetts,25,2019,2019,85+ years,85+,Female,F,34
,Stomach,21020,Massachusetts,25,2019,2019,85+ years,85+,Male,M,35
,Stomach,21020,Michigan,26,2019,2019,50-54 years,50-54,Male,M,30
,Stomach,21020,Michigan,26,2019,2019,55-59 years,55-59,Female,F,24
,Stomach,21020,Michigan,26,2019,2019,55-59 years,55-59,Male,M,45
,Stomach,21020,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,39
,Stomach,21020,Michigan,26,2019,2019,60-64 years ,60-64,Male,M,62
,Stomach,21020,Michigan,26,2019,2019,65-69 years,65-69,Female,F,39
,Stomach,21020,Michigan,26,2019,2019,65-69 years,65-69,Male,M,77
,Stomach,21020,Michigan,26,2019,2019,70-74 years,70-74,Female,F,33
,Stomach,21020,Michigan,26,2019,2019,70-74 years,70-74,Male,M,68
,Stomach,21020,Michigan,26,2019,2019,75-79 years,75-79,Female,F,31
,Stomach,21020,Michigan,26,2019,2019,75-79 years,75-79,Male,M,67
,Stomach,21020,Michigan,26,2019,2019,80-84 years,80-84,Female,F,33
,Stomach,21020,Michigan,26,2019,2019,80-84 years,80-84,Male,M,43
,Stomach,21020,Michigan,26,2019,2019,85+ years,85+,Female,F,35
,Stomach,21020,Michigan,26,2019,2019,85+ years,85+,Male,M,23
,Stomach,21020,Minnesota,27,2019,2019,55-59 years,55-59,Male,M,18
,Stomach,21020,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,20
,Stomach,21020,Minnesota,27,2019,2019,60-64 years ,60-64,Male,M,42
,Stomach,21020,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,20
,Stomach,21020,Minnesota,27,2019,2019,65-69 years,65-69,Male,M,28
,Stomach,21020,Minnesota,27,2019,2019,70-74 years,70-74,Female,F,16
,Stomach,21020,Minnesota,27,2019,2019,70-74 years,70-74,Male,M,37
,Stomach,21020,Minnesota,27,2019,2019,75-79 years,75-79,Male,M,27
,Stomach,21020,Minnesota,27,2019,2019,80-84 years,80-84,Male,M,26
,Stomach,21020,Minnesota,27,2019,2019,85+ years,85+,Female,F,18
,Stomach,21020,Minnesota,27,2019,2019,85+ years,85+,Male,M,23
,Stomach,21020,Mississippi,28,2019,2019,65-69 years,65-69,Female,F,21
,Stomach,21020,Mississippi,28,2019,2019,65-69 years,65-69,Male,M,22
,Stomach,21020,Mississippi,28,2019,2019,70-74 years,70-74,Male,M,22
,Stomach,21020,Mississippi,28,2019,2019,75-79 years,75-79,Male,M,18
,Stomach,21020,Missouri,29,2019,2019,45-49 years,45-49,Male,M,16
,Stomach,21020,Missouri,29,2019,2019,50-54 years,50-54,Male,M,17
,Stomach,21020,Missouri,29,2019,2019,55-59 years,55-59,Male,M,36
,Stomach,21020,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,21
,Stomach,21020,Missouri,29,2019,2019,60-64 years ,60-64,Male,M,40
,Stomach,21020,Missouri,29,2019,2019,65-69 years,65-69,Male,M,40
,Stomach,21020,Missouri,29,2019,2019,70-74 years,70-74,Female,F,18
,Stomach,21020,Missouri,29,2019,2019,70-74 years,70-74,Male,M,55
,Stomach,21020,Missouri,29,2019,2019,75-79 years,75-79,Male,M,26
,Stomach,21020,Missouri,29,2019,2019,80-84 years,80-84,Male,M,28
,Stomach,21020,Missouri,29,2019,2019,85+ years,85+,Female,F,18
,Stomach,21020,Missouri,29,2019,2019,85+ years,85+,Male,M,20
,Stomach,21020,New Jersey,34,2019,2019,45-49 years,45-49,Female,F,19
,Stomach,21020,New Jersey,34,2019,2019,45-49 years,45-49,Male,M,17
,Stomach,21020,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,29
,Stomach,21020,New Jersey,34,2019,2019,50-54 years,50-54,Male,M,24
,Stomach,21020,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,35
,Stomach,21020,New Jersey,34,2019,2019,55-59 years,55-59,Male,M,44
,Stomach,21020,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,39
,Stomach,21020,New Jersey,34,2019,2019,60-64 years ,60-64,Male,M,57
,Stomach,21020,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,46
,Stomach,21020,New Jersey,34,2019,2019,65-69 years,65-69,Male,M,78
,Stomach,21020,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,39
,Stomach,21020,New Jersey,34,2019,2019,70-74 years,70-74,Male,M,70
,Stomach,21020,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,43
,Stomach,21020,New Jersey,34,2019,2019,75-79 years,75-79,Male,M,60
,Stomach,21020,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,33
,Stomach,21020,New Jersey,34,2019,2019,80-84 years,80-84,Male,M,50
,Stomach,21020,New Jersey,34,2019,2019,85+ years,85+,Female,F,38
,Stomach,21020,New Jersey,34,2019,2019,85+ years,85+,Male,M,51
,Stomach,21020,New Mexico,35,2019,2019,60-64 years ,60-64,Male,M,16
,Stomach,21020,New Mexico,35,2019,2019,65-69 years,65-69,Male,M,21
,Stomach,21020,New Mexico,35,2019,2019,70-74 years,70-74,Male,M,16
,Stomach,21020,New York,36,2019,2019,30-34 years,30-34,Male,M,16
,Stomach,21020,New York,36,2019,2019,35-39 years,35-39,Female,F,17
,Stomach,21020,New York,36,2019,2019,35-39 years,35-39,Male,M,18
,Stomach,21020,New York,36,2019,2019,40-44 years,40-44,Female,F,19
,Stomach,21020,New York,36,2019,2019,40-44 years,40-44,Male,M,17
,Stomach,21020,New York,36,2019,2019,45-49 years,45-49,Female,F,39
,Stomach,21020,New York,36,2019,2019,45-49 years,45-49,Male,M,49
,Stomach,21020,New York,36,2019,2019,50-54 years,50-54,Female,F,71
,Stomach,21020,New York,36,2019,2019,50-54 years,50-54,Male,M,74
,Stomach,21020,New York,36,2019,2019,55-59 years,55-59,Female,F,77
,Stomach,21020,New York,36,2019,2019,55-59 years,55-59,Male,M,136
,Stomach,21020,New York,36,2019,2019,60-64 years ,60-64,Female,F,87
,Stomach,21020,New York,36,2019,2019,60-64 years ,60-64,Male,M,162
,Stomach,21020,New York,36,2019,2019,65-69 years,65-69,Female,F,104
,Stomach,21020,New York,36,2019,2019,65-69 years,65-69,Male,M,172
,Stomach,21020,New York,36,2019,2019,70-74 years,70-74,Female,F,108
,Stomach,21020,New York,36,2019,2019,70-74 years,70-74,Male,M,190
,Stomach,21020,New York,36,2019,2019,75-79 years,75-79,Female,F,103
,Stomach,21020,New York,36,2019,2019,75-79 years,75-79,Male,M,162
,Stomach,21020,New York,36,2019,2019,80-84 years,80-84,Female,F,79
,Stomach,21020,New York,36,2019,2019,80-84 years,80-84,Male,M,114
,Stomach,21020,New York,36,2019,2019,85+ years,85+,Female,F,112
,Stomach,21020,New York,36,2019,2019,85+ years,85+,Male,M,95
,Stomach,21020,North Carolina,37,2019,2019,45-49 years,45-49,Female,F,16
,Stomach,21020,North Carolina,37,2019,2019,45-49 years,45-49,Male,M,19
,Stomach,21020,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,21
,Stomach,21020,North Carolina,37,2019,2019,50-54 years,50-54,Male,M,32
,Stomach,21020,North Carolina,37,2019,2019,55-59 years,55-59,Female,F,19
,Stomach,21020,North Carolina,37,2019,2019,55-59 years,55-59,Male,M,39
,Stomach,21020,North Carolina,37,2019,2019,60-64 years ,60-64,Female,F,31
,Stomach,21020,North Carolina,37,2019,2019,60-64 years ,60-64,Male,M,60
,Stomach,21020,North Carolina,37,2019,2019,65-69 years,65-69,Female,F,43
,Stomach,21020,North Carolina,37,2019,2019,65-69 years,65-69,Male,M,75
,Stomach,21020,North Carolina,37,2019,2019,70-74 years,70-74,Female,F,56
,Stomach,21020,North Carolina,37,2019,2019,70-74 years,70-74,Male,M,77
,Stomach,21020,North Carolina,37,2019,2019,75-79 years,75-79,Female,F,37
,Stomach,21020,North Carolina,37,2019,2019,75-79 years,75-79,Male,M,55
,Stomach,21020,North Carolina,37,2019,2019,80-84 years,80-84,Female,F,33
,Stomach,21020,North Carolina,37,2019,2019,80-84 years,80-84,Male,M,40
,Stomach,21020,North Carolina,37,2019,2019,85+ years,85+,Female,F,26
,Stomach,21020,North Carolina,37,2019,2019,85+ years,85+,Male,M,41
,Stomach,21020,Ohio,39,2019,2019,45-49 years,45-49,Female,F,16
,Stomach,21020,Ohio,39,2019,2019,45-49 years,45-49,Male,M,18
,Stomach,21020,Ohio,39,2019,2019,50-54 years,50-54,Female,F,16
,Stomach,21020,Ohio,39,2019,2019,50-54 years,50-54,Male,M,29
,Stomach,21020,Ohio,39,2019,2019,55-59 years,55-59,Female,F,21
,Stomach,21020,Ohio,39,2019,2019,55-59 years,55-59,Male,M,53
,Stomach,21020,Ohio,39,2019,2019,60-64 years ,60-64,Female,F,28
,Stomach,21020,Ohio,39,2019,2019,60-64 years ,60-64,Male,M,64
,Stomach,21020,Ohio,39,2019,2019,65-69 years,65-69,Female,F,48
,Stomach,21020,Ohio,39,2019,2019,65-69 years,65-69,Male,M,74
,Stomach,21020,Ohio,39,2019,2019,70-74 years,70-74,Female,F,52
,Stomach,21020,Ohio,39,2019,2019,70-74 years,70-74,Male,M,84
,Stomach,21020,Ohio,39,2019,2019,75-79 years,75-79,Female,F,46
,Stomach,21020,Ohio,39,2019,2019,75-79 years,75-79,Male,M,68
,Stomach,21020,Ohio,39,2019,2019,80-84 years,80-84,Female,F,32
,Stomach,21020,Ohio,39,2019,2019,80-84 years,80-84,Male,M,47
,Stomach,21020,Ohio,39,2019,2019,85+ years,85+,Female,F,32
,Stomach,21020,Ohio,39,2019,2019,85+ years,85+,Male,M,45
,Stomach,21020,Oklahoma,40,2019,2019,60-64 years ,60-64,Male,M,25
,Stomach,21020,Oklahoma,40,2019,2019,65-69 years,65-69,Male,M,19
,Stomach,21020,Oklahoma,40,2019,2019,70-74 years,70-74,Male,M,27
,Stomach,21020,Oklahoma,40,2019,2019,75-79 years,75-79,Female,F,16
,Stomach,21020,Oklahoma,40,2019,2019,75-79 years,75-79,Male,M,18
,Stomach,21020,Oklahoma,40,2019,2019,80-84 years,80-84,Male,M,17
,Stomach,21020,Oregon,41,2019,2019,60-64 years ,60-64,Female,F,17
,Stomach,21020,Oregon,41,2019,2019,60-64 years ,60-64,Male,M,19
,Stomach,21020,Oregon,41,2019,2019,65-69 years,65-69,Male,M,33
,Stomach,21020,Oregon,41,2019,2019,70-74 years,70-74,Male,M,25
,Stomach,21020,Oregon,41,2019,2019,75-79 years,75-79,Male,M,19
,Stomach,21020,Oregon,41,2019,2019,80-84 years,80-84,Male,M,18
,Stomach,21020,Oregon,41,2019,2019,85+ years,85+,Male,M,16
,Stomach,21020,Pennsylvania,42,2019,2019,45-49 years,45-49,Male,M,21
,Stomach,21020,Pennsylvania,42,2019,2019,50-54 years,50-54,Female,F,20
,Stomach,21020,Pennsylvania,42,2019,2019,50-54 years,50-54,Male,M,38
,Stomach,21020,Pennsylvania,42,2019,2019,55-59 years,55-59,Female,F,24
,Stomach,21020,Pennsylvania,42,2019,2019,55-59 years,55-59,Male,M,79
,Stomach,21020,Pennsylvania,42,2019,2019,60-64 years ,60-64,Female,F,52
,Stomach,21020,Pennsylvania,42,2019,2019,60-64 years ,60-64,Male,M,91
,Stomach,21020,Pennsylvania,42,2019,2019,65-69 years,65-69,Female,F,42
,Stomach,21020,Pennsylvania,42,2019,2019,65-69 years,65-69,Male,M,110
,Stomach,21020,Pennsylvania,42,2019,2019,70-74 years,70-74,Female,F,38
,Stomach,21020,Pennsylvania,42,2019,2019,70-74 years,70-74,Male,M,105
,Stomach,21020,Pennsylvania,42,2019,2019,75-79 years,75-79,Female,F,42
,Stomach,21020,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,97
,Stomach,21020,Pennsylvania,42,2019,2019,80-84 years,80-84,Female,F,49
,Stomach,21020,Pennsylvania,42,2019,2019,80-84 years,80-84,Male,M,56
,Stomach,21020,Pennsylvania,42,2019,2019,85+ years,85+,Female,F,51
,Stomach,21020,Pennsylvania,42,2019,2019,85+ years,85+,Male,M,62
,Stomach,21020,South Carolina,45,2019,2019,50-54 years,50-54,Male,M,18
,Stomach,21020,South Carolina,45,2019,2019,55-59 years,55-59,Female,F,17
,Stomach,21020,South Carolina,45,2019,2019,55-59 years,55-59,Male,M,32
,Stomach,21020,South Carolina,45,2019,2019,60-64 years ,60-64,Female,F,25
,Stomach,21020,South Carolina,45,2019,2019,60-64 years ,60-64,Male,M,29
,Stomach,21020,South Carolina,45,2019,2019,65-69 years,65-69,Female,F,24
,Stomach,21020,South Carolina,45,2019,2019,65-69 years,65-69,Male,M,37
,Stomach,21020,South Carolina,45,2019,2019,70-74 years,70-74,Female,F,22
,Stomach,21020,South Carolina,45,2019,2019,70-74 years,70-74,Male,M,29
,Stomach,21020,South Carolina,45,2019,2019,75-79 years,75-79,Female,F,22
,Stomach,21020,South Carolina,45,2019,2019,75-79 years,75-79,Male,M,26
,Stomach,21020,South Carolina,45,2019,2019,80-84 years,80-84,Male,M,25
,Stomach,21020,South Carolina,45,2019,2019,85+ years,85+,Female,F,17
,Stomach,21020,South Carolina,45,2019,2019,85+ years,85+,Male,M,18
,Stomach,21020,Tennessee,47,2019,2019,50-54 years,50-54,Female,F,17
,Stomach,21020,Tennessee,47,2019,2019,50-54 years,50-54,Male,M,21
,Stomach,21020,Tennessee,47,2019,2019,55-59 years,55-59,Female,F,20
,Stomach,21020,Tennessee,47,2019,2019,55-59 years,55-59,Male,M,31
,Stomach,21020,Tennessee,47,2019,2019,60-64 years ,60-64,Female,F,22
,Stomach,21020,Tennessee,47,2019,2019,60-64 years ,60-64,Male,M,45
,Stomach,21020,Tennessee,47,2019,2019,65-69 years,65-69,Female,F,23
,Stomach,21020,Tennessee,47,2019,2019,65-69 years,65-69,Male,M,40
,Stomach,21020,Tennessee,47,2019,2019,70-74 years,70-74,Female,F,26
,Stomach,21020,Tennessee,47,2019,2019,70-74 years,70-74,Male,M,49
,Stomach,21020,Tennessee,47,2019,2019,75-79 years,75-79,Female,F,20
,Stomach,21020,Tennessee,47,2019,2019,75-79 years,75-79,Male,M,33
,Stomach,21020,Tennessee,47,2019,2019,80-84 years,80-84,Male,M,19
,Stomach,21020,Texas,48,2019,2019,35-39 years,35-39,Male,M,26
,Stomach,21020,Texas,48,2019,2019,40-44 years,40-44,Female,F,39
,Stomach,21020,Texas,48,2019,2019,40-44 years,40-44,Male,M,42
,Stomach,21020,Texas,48,2019,2019,45-49 years,45-49,Female,F,54
,Stomach,21020,Texas,48,2019,2019,45-49 years,45-49,Male,M,38
,Stomach,21020,Texas,48,2019,2019,50-54 years,50-54,Female,F,66
,Stomach,21020,Texas,48,2019,2019,50-54 years,50-54,Male,M,78
,Stomach,21020,Texas,48,2019,2019,55-59 years,55-59,Female,F,78
,Stomach,21020,Texas,48,2019,2019,55-59 years,55-59,Male,M,116
,Stomach,21020,Texas,48,2019,2019,60-64 years ,60-64,Female,F,97
,Stomach,21020,Texas,48,2019,2019,60-64 years ,60-64,Male,M,169
,Stomach,21020,Texas,48,2019,2019,65-69 years,65-69,Female,F,102
,Stomach,21020,Texas,48,2019,2019,65-69 years,65-69,Male,M,178
,Stomach,21020,Texas,48,2019,2019,70-74 years,70-74,Female,F,104
,Stomach,21020,Texas,48,2019,2019,70-74 years,70-74,Male,M,170
,Stomach,21020,Texas,48,2019,2019,75-79 years,75-79,Female,F,83
,Stomach,21020,Texas,48,2019,2019,75-79 years,75-79,Male,M,137
,Stomach,21020,Texas,48,2019,2019,80-84 years,80-84,Female,F,62
,Stomach,21020,Texas,48,2019,2019,80-84 years,80-84,Male,M,99
,Stomach,21020,Texas,48,2019,2019,85+ years,85+,Female,F,69
,Stomach,21020,Texas,48,2019,2019,85+ years,85+,Male,M,82
,Stomach,21020,Utah,49,2019,2019,75-79 years,75-79,Male,M,17
,Stomach,21020,Virginia,51,2019,2019,50-54 years,50-54,Male,M,18
,Stomach,21020,Virginia,51,2019,2019,55-59 years,55-59,Male,M,25
,Stomach,21020,Virginia,51,2019,2019,60-64 years ,60-64,Female,F,25
,Stomach,21020,Virginia,51,2019,2019,60-64 years ,60-64,Male,M,46
,Stomach,21020,Virginia,51,2019,2019,65-69 years,65-69,Female,F,25
,Stomach,21020,Virginia,51,2019,2019,65-69 years,65-69,Male,M,46
,Stomach,21020,Virginia,51,2019,2019,70-74 years,70-74,Female,F,28
,Stomach,21020,Virginia,51,2019,2019,70-74 years,70-74,Male,M,45
,Stomach,21020,Virginia,51,2019,2019,75-79 years,75-79,Female,F,36
,Stomach,21020,Virginia,51,2019,2019,75-79 years,75-79,Male,M,52
,Stomach,21020,Virginia,51,2019,2019,80-84 years,80-84,Female,F,20
,Stomach,21020,Virginia,51,2019,2019,80-84 years,80-84,Male,M,32
,Stomach,21020,Virginia,51,2019,2019,85+ years,85+,Female,F,19
,Stomach,21020,Virginia,51,2019,2019,85+ years,85+,Male,M,22
,Stomach,21020,Washington,53,2019,2019,55-59 years,55-59,Female,F,16
,Stomach,21020,Washington,53,2019,2019,55-59 years,55-59,Male,M,20
,Stomach,21020,Washington,53,2019,2019,60-64 years ,60-64,Female,F,19
,Stomach,21020,Washington,53,2019,2019,60-64 years ,60-64,Male,M,32
,Stomach,21020,Washington,53,2019,2019,65-69 years,65-69,Female,F,22
,Stomach,21020,Washington,53,2019,2019,65-69 years,65-69,Male,M,47
,Stomach,21020,Washington,53,2019,2019,70-74 years,70-74,Female,F,26
,Stomach,21020,Washington,53,2019,2019,70-74 years,70-74,Male,M,41
,Stomach,21020,Washington,53,2019,2019,75-79 years,75-79,Female,F,27
,Stomach,21020,Washington,53,2019,2019,75-79 years,75-79,Male,M,34
,Stomach,21020,Washington,53,2019,2019,80-84 years,80-84,Female,F,19
,Stomach,21020,Washington,53,2019,2019,80-84 years,80-84,Male,M,23
,Stomach,21020,Washington,53,2019,2019,85+ years,85+,Male,M,27
,Stomach,21020,West Virginia,54,2019,2019,70-74 years,70-74,Male,M,20
,Stomach,21020,Wisconsin,55,2019,2019,50-54 years,50-54,Male,M,17
,Stomach,21020,Wisconsin,55,2019,2019,55-59 years,55-59,Female,F,23
,Stomach,21020,Wisconsin,55,2019,2019,55-59 years,55-59,Male,M,24
,Stomach,21020,Wisconsin,55,2019,2019,60-64 years ,60-64,Female,F,22
,Stomach,21020,Wisconsin,55,2019,2019,60-64 years ,60-64,Male,M,35
,Stomach,21020,Wisconsin,55,2019,2019,65-69 years,65-69,Female,F,20
,Stomach,21020,Wisconsin,55,2019,2019,65-69 years,65-69,Male,M,54
,Stomach,21020,Wisconsin,55,2019,2019,70-74 years,70-74,Female,F,18
,Stomach,21020,Wisconsin,55,2019,2019,70-74 years,70-74,Male,M,51
,Stomach,21020,Wisconsin,55,2019,2019,75-79 years,75-79,Female,F,27
,Stomach,21020,Wisconsin,55,2019,2019,75-79 years,75-79,Male,M,38
,Stomach,21020,Wisconsin,55,2019,2019,80-84 years,80-84,Male,M,29
,Stomach,21020,Wisconsin,55,2019,2019,85+ years,85+,Male,M,22
,Thyroid,32010,Alabama,1,2019,2019,25-29 years,25-29,Female,F,19
,Thyroid,32010,Alabama,1,2019,2019,30-34 years,30-34,Female,F,28
,Thyroid,32010,Alabama,1,2019,2019,35-39 years,35-39,Female,F,28
,Thyroid,32010,Alabama,1,2019,2019,40-44 years,40-44,Female,F,34
,Thyroid,32010,Alabama,1,2019,2019,45-49 years,45-49,Female,F,43
,Thyroid,32010,Alabama,1,2019,2019,50-54 years,50-54,Female,F,28
,Thyroid,32010,Alabama,1,2019,2019,55-59 years,55-59,Female,F,39
,Thyroid,32010,Alabama,1,2019,2019,60-64 years ,60-64,Female,F,34
,Thyroid,32010,Alabama,1,2019,2019,65-69 years,65-69,Female,F,41
,Thyroid,32010,Alabama,1,2019,2019,70-74 years,70-74,Female,F,31
,Thyroid,32010,Alabama,1,2019,2019,75-79 years,75-79,Female,F,17
,Thyroid,32010,Arizona,4,2019,2019,20-24 years,20-24,Female,F,24
,Thyroid,32010,Arizona,4,2019,2019,25-29 years,25-29,Female,F,36
,Thyroid,32010,Arizona,4,2019,2019,30-34 years,30-34,Female,F,48
,Thyroid,32010,Arizona,4,2019,2019,30-34 years,30-34,Male,M,16
,Thyroid,32010,Arizona,4,2019,2019,35-39 years,35-39,Female,F,68
,Thyroid,32010,Arizona,4,2019,2019,35-39 years,35-39,Male,M,19
,Thyroid,32010,Arizona,4,2019,2019,40-44 years,40-44,Female,F,64
,Thyroid,32010,Arizona,4,2019,2019,40-44 years,40-44,Male,M,16
,Thyroid,32010,Arizona,4,2019,2019,45-49 years,45-49,Female,F,62
,Thyroid,32010,Arizona,4,2019,2019,45-49 years,45-49,Male,M,25
,Thyroid,32010,Arizona,4,2019,2019,50-54 years,50-54,Female,F,59
,Thyroid,32010,Arizona,4,2019,2019,50-54 years,50-54,Male,M,18
,Thyroid,32010,Arizona,4,2019,2019,55-59 years,55-59,Female,F,86
,Thyroid,32010,Arizona,4,2019,2019,55-59 years,55-59,Male,M,31
,Thyroid,32010,Arizona,4,2019,2019,60-64 years ,60-64,Female,F,60
,Thyroid,32010,Arizona,4,2019,2019,60-64 years ,60-64,Male,M,26
,Thyroid,32010,Arizona,4,2019,2019,65-69 years,65-69,Female,F,57
,Thyroid,32010,Arizona,4,2019,2019,65-69 years,65-69,Male,M,31
,Thyroid,32010,Arizona,4,2019,2019,70-74 years,70-74,Female,F,42
,Thyroid,32010,Arizona,4,2019,2019,70-74 years,70-74,Male,M,24
,Thyroid,32010,Arizona,4,2019,2019,75-79 years,75-79,Female,F,16
,Thyroid,32010,Arkansas,5,2019,2019,25-29 years,25-29,Female,F,17
,Thyroid,32010,Arkansas,5,2019,2019,30-34 years,30-34,Female,F,21
,Thyroid,32010,Arkansas,5,2019,2019,35-39 years,35-39,Female,F,24
,Thyroid,32010,Arkansas,5,2019,2019,40-44 years,40-44,Female,F,23
,Thyroid,32010,Arkansas,5,2019,2019,45-49 years,45-49,Female,F,31
,Thyroid,32010,Arkansas,5,2019,2019,50-54 years,50-54,Female,F,31
,Thyroid,32010,Arkansas,5,2019,2019,55-59 years,55-59,Female,F,33
,Thyroid,32010,Arkansas,5,2019,2019,60-64 years ,60-64,Female,F,28
,Thyroid,32010,Arkansas,5,2019,2019,65-69 years,65-69,Female,F,27
,Thyroid,32010,Arkansas,5,2019,2019,70-74 years,70-74,Female,F,25
,Thyroid,32010,Arkansas,5,2019,2019,75-79 years,75-79,Female,F,25
,Thyroid,32010,Arkansas,5,2019,2019,75-79 years,75-79,Male,M,17
,Thyroid,32010,California,6,2019,2019,10-14 years,Oct 14,Female,F,24
,Thyroid,32010,California,6,2019,2019,15-19 years,15-19,Female,F,55
,Thyroid,32010,California,6,2019,2019,20-24 years,20-24,Female,F,129
,Thyroid,32010,California,6,2019,2019,20-24 years,20-24,Male,M,28
,Thyroid,32010,California,6,2019,2019,25-29 years,25-29,Female,F,239
,Thyroid,32010,California,6,2019,2019,25-29 years,25-29,Male,M,65
,Thyroid,32010,California,6,2019,2019,30-34 years,30-34,Female,F,314
,Thyroid,32010,California,6,2019,2019,30-34 years,30-34,Male,M,66
,Thyroid,32010,California,6,2019,2019,35-39 years,35-39,Female,F,393
,Thyroid,32010,California,6,2019,2019,35-39 years,35-39,Male,M,110
,Thyroid,32010,California,6,2019,2019,40-44 years,40-44,Female,F,416
,Thyroid,32010,California,6,2019,2019,40-44 years,40-44,Male,M,113
,Thyroid,32010,California,6,2019,2019,45-49 years,45-49,Female,F,420
,Thyroid,32010,California,6,2019,2019,45-49 years,45-49,Male,M,137
,Thyroid,32010,California,6,2019,2019,50-54 years,50-54,Female,F,391
,Thyroid,32010,California,6,2019,2019,50-54 years,50-54,Male,M,129
,Thyroid,32010,California,6,2019,2019,55-59 years,55-59,Female,F,401
,Thyroid,32010,California,6,2019,2019,55-59 years,55-59,Male,M,144
,Thyroid,32010,California,6,2019,2019,60-64 years ,60-64,Female,F,339
,Thyroid,32010,California,6,2019,2019,60-64 years ,60-64,Male,M,157
,Thyroid,32010,California,6,2019,2019,65-69 years,65-69,Female,F,304
,Thyroid,32010,California,6,2019,2019,65-69 years,65-69,Male,M,172
,Thyroid,32010,California,6,2019,2019,70-74 years,70-74,Female,F,241
,Thyroid,32010,California,6,2019,2019,70-74 years,70-74,Male,M,121
,Thyroid,32010,California,6,2019,2019,75-79 years,75-79,Female,F,130
